scenario,region,year,sector,value
High transition,Middle East,2050,Agricultural labor,1.138153239590221
High transition,Middle East,2055,Agricultural labor,1.1278242417856545
High transition,Middle East,2060,Agricultural labor,1.108434566732522
High transition,Middle East,2065,Agricultural labor,1.084892179745389
High transition,Middle East,2070,Agricultural labor,1.0511860228819205
High transition,Middle East,2075,Agricultural labor,1.013447741357314
High transition,Middle East,2080,Agricultural labor,0.9717699130299265
High transition,Middle East,2085,Agricultural labor,0.9289160146917246
High transition,Middle East,2090,Agricultural labor,0.8833198308915745
High transition,Middle East,2095,Agricultural labor,0.8382479952039551
High transition,Middle East,2100,Agricultural labor,0.79159917470674
High transition,North America,2015,Agricultural labor,1
High transition,North America,2020,Agricultural labor,0.991306224076476
High transition,North America,2025,Agricultural labor,0.9976021554652528
High transition,North America,2030,Agricultural labor,0.9893201171394084
High transition,North America,2035,Agricultural labor,0.9856350303665035
High transition,North America,2040,Agricultural labor,0.989181925461619
High transition,North America,2045,Agricultural labor,1.0061743822245264
High transition,North America,2050,Agricultural labor,1.0208959647365297
High transition,North America,2055,Agricultural labor,1.0245717142346835
High transition,North America,2060,Agricultural labor,1.0213666897234006
High transition,North America,2065,Agricultural labor,1.0170964535527227
High transition,North America,2070,Agricultural labor,1.0044376617640691
High transition,North America,2075,Agricultural labor,0.986683874855427
High transition,North America,2080,Agricultural labor,0.9663395762136662
High transition,North America,2085,Agricultural labor,0.9440056615792711
High transition,North America,2090,Agricultural labor,0.9198058371598676
High transition,North America,2095,Agricultural labor,0.8945610481586984
High transition,North America,2100,Agricultural labor,0.86692902550214
High transition,Pacific OECD,2015,Agricultural labor,1
High transition,Pacific OECD,2020,Agricultural labor,0.97839029672551725
High transition,Pacific OECD,2025,Agricultural labor,0.9383625171823113
High transition,Pacific OECD,2030,Agricultural labor,0.8891349238483386
High transition,Pacific OECD,2035,Agricultural labor,0.8451452740164153
High transition,Pacific OECD,2040,Agricultural labor,0.8008338676245889
High transition,Pacific OECD,2045,Agricultural labor,0.7650590197845568
High transition,Pacific OECD,2050,Agricultural labor,0.7316721434386037
High transition,Pacific OECD,2055,Agricultural labor,0.6997161316793498
High transition,Pacific OECD,2060,Agricultural labor,0.6668339842506366
High transition,Pacific OECD,2065,Agricultural labor,0.6345110252103238
High transition,Pacific OECD,2070,Agricultural labor,0.6026916379773545
High transition,Pacific OECD,2075,Agricultural labor,0.5708811223314785
High transition,Pacific OECD,2080,Agricultural labor,0.5400529934120745
High transition,Pacific OECD,2085,Agricultural labor,0.5102402121023019
High transition,Pacific OECD,2090,Agricultural labor,0.48148100998995663
High transition,Pacific OECD,2095,Agricultural labor,0.45415452696215836
High transition,Pacific OECD,2100,Agricultural labor,0.42790912703522416
High transition,Reforming,2015,Agricultural labor,1
High transition,Reforming,2020,Agricultural labor,1.0141655370404412
High transition,Reforming,2025,Agricultural labor,0.9903202030024413
High transition,Reforming,2030,Agricultural labor,0.9490328943884229
High transition,Reforming,2035,Agricultural labor,0.9155556740715527
High transition,Reforming,2040,Agricultural labor,0.8874361339011171
High transition,Reforming,2045,Agricultural labor,0.8664596522933163
High transition,Reforming,2050,Agricultural labor,0.8446661262562736
High transition,Reforming,2055,Agricultural labor,0.8142146380638288
High transition,Reforming,2060,Agricultural labor,0.7798105194463777
High transition,Reforming,2065,Agricultural labor,0.7450715486686381
High transition,Reforming,2070,Agricultural labor,0.7071292180564585
High transition,Reforming,2075,Agricultural labor,0.6695959756863262
High transition,Reforming,2080,Agricultural labor,0.6309801141250205
High transition,Reforming,2085,Agricultural labor,0.5937596047488495
High transition,Reforming,2090,Agricultural labor,0.5576714542781865
High transition,Reforming,2095,Agricultural labor,0.5244862289274453
High transition,Reforming,2100,Agricultural labor,0.49288262128432003
High transition,Rest of Asia,2015,Agricultural labor,1
High transition,Rest of Asia,2020,Agricultural labor,0.9704041862238917
High transition,Rest of Asia,2025,Agricultural labor,0.925867669643928
High transition,Rest of Asia,2030,Agricultural labor,0.8860289452624444
High transition,Rest of Asia,2035,Agricultural labor,0.8622745067039049
High transition,Rest of Asia,2040,Agricultural labor,0.8393637816137172
High transition,Rest of Asia,2045,Agricultural labor,0.821755629909482
High transition,Rest of Asia,2050,Agricultural labor,0.8025121824261807
High transition,Rest of Asia,2055,Agricultural labor,0.7708217485029306
High transition,Rest of Asia,2060,Agricultural labor,0.7354141190360833
High transition,Rest of Asia,2065,Agricultural labor,0.6993095071064702
High transition,Rest of Asia,2070,Agricultural labor,0.6608036139692356
High transition,Rest of Asia,2075,Agricultural labor,0.6226288721365101
High transition,Rest of Asia,2080,Agricultural labor,0.5853522416507065
High transition,Rest of Asia,2085,Agricultural labor,0.5496616633889039
High transition,Rest of Asia,2090,Agricultural labor,0.515395939857501
High transition,Rest of Asia,2095,Agricultural labor,0.48315637108411397
High transition,Rest of Asia,2100,Agricultural labor,0.4525090409406877
Low productivity,World,2015,Agricultural labor,1
Low productivity,World,2020,Agricultural labor,1.0089848812176205
Low productivity,World,2025,Agricultural labor,1.0149469720132882
Low productivity,World,2030,Agricultural labor,1.016359727564492
Low productivity,World,2035,Agricultural labor,1.0203464348531792
Low productivity,World,2040,Agricultural labor,1.023509215386723
Low productivity,World,2045,Agricultural labor,1.0293733070230897
Low productivity,World,2050,Agricultural labor,1.0303085369377665
Low productivity,World,2055,Agricultural labor,1.0177738473290394
Low productivity,World,2060,Agricultural labor,0.9981340864482662
Low productivity,World,2065,Agricultural labor,0.9743254574693168
Low productivity,World,2070,Agricultural labor,0.9447155412811542
Low productivity,World,2075,Agricultural labor,0.9118461192814427
Low productivity,World,2080,Agricultural labor,0.8757174492525399
Low productivity,World,2085,Agricultural labor,0.8379721809729891
Low productivity,World,2090,Agricultural labor,0.7987161252348083
Low productivity,World,2095,Agricultural labor,0.7593982945405126
Low productivity,World,2100,Agricultural labor,0.7197956797730563
High productivity,World,2015,Agricultural labor,1
High productivity,World,2020,Agricultural labor,0.9489998891246335
High productivity,World,2025,Agricultural labor,0.9053224675218063
High productivity,World,2030,Agricultural labor,0.8696956244752307
High productivity,World,2035,Agricultural labor,0.8475982168546493
High productivity,World,2040,Agricultural labor,0.8305623570737787
High productivity,World,2045,Agricultural labor,0.8206610065921995
High productivity,World,2050,Agricultural labor,0.8091584350937276
High productivity,World,2055,Agricultural labor,0.7856037383849643
High productivity,World,2060,Agricultural labor,0.7577226397916309
High productivity,World,2065,Agricultural labor,0.7274113192037167
High productivity,World,2070,Agricultural labor,0.6937704766746569
High productivity,World,2075,Agricultural labor,0.6587150118627542
High productivity,World,2080,Agricultural labor,0.622884174692435
High productivity,World,2085,Agricultural labor,0.5871608377582178
High productivity,World,2090,Agricultural labor,0.5519743945253646
High productivity,World,2095,Agricultural labor,0.5179484339842276
High productivity,World,2100,Agricultural labor,0.48519232396931594
High Elas.,World,2015,Agricultural labor,1
High Elas.,World,2020,Agricultural labor,0.9766296116551847
High Elas.,World,2025,Agricultural labor,0.9555928668703795
High Elas.,World,2030,Agricultural labor,0.9360608816196737
High Elas.,World,2035,Agricultural labor,0.9253045218092154
High Elas.,World,2040,Agricultural labor,0.9174771353675182
High Elas.,World,2045,Agricultural labor,0.9152080928843223
High Elas.,World,2050,Agricultural labor,0.9102850683586181
High Elas.,World,2055,Agricultural labor,0.8916698440469356
High Elas.,World,2060,Agricultural labor,0.867451948667715
High Elas.,World,2065,Agricultural labor,0.8395201360620489
High Elas.,World,2070,Agricultural labor,0.8070087530425736
High Elas.,World,2075,Agricultural labor,0.7719879804570376
High Elas.,World,2080,Agricultural labor,0.7351473035237829
High Elas.,World,2085,Agricultural labor,0.6974645145719214
High Elas.,World,2090,Agricultural labor,0.6595526144501663
High Elas.,World,2095,Agricultural labor,0.6222263299868556
High Elas.,World,2100,Agricultural labor,0.5857458400080638
Low Elas.,World,2015,Agricultural labor,1
Low Elas.,World,2020,Agricultural labor,0.9804759931340318
Low Elas.,World,2025,Agricultural labor,0.9589593271822836
Low Elas.,World,2030,Agricultural labor,0.938968915467355
Low Elas.,World,2035,Agricultural labor,0.9259752092946337
Low Elas.,World,2040,Agricultural labor,0.9138049479524654
Low Elas.,World,2045,Agricultural labor,0.9064477977192609
Low Elas.,World,2050,Agricultural labor,0.8946243766536516
Low Elas.,World,2055,Agricultural labor,0.8721531390169052
Low Elas.,World,2060,Agricultural labor,0.8443012378187902
Low Elas.,World,2065,Agricultural labor,0.8146344565253474
Low Elas.,World,2070,Agricultural labor,0.7812076416674235
Low Elas.,World,2075,Agricultural labor,0.7466264277555617
Low Elas.,World,2080,Agricultural labor,0.7101214077774697
Low Elas.,World,2085,Agricultural labor,0.6737572390156141
Low Elas.,World,2090,Agricultural labor,0.6368144793133812
Low Elas.,World,2095,Agricultural labor,0.6010053326559037
Low Elas.,World,2100,Agricultural labor,0.5656029511981517
Evolving,World,2015,Agricultural labor,1
Evolving,World,2020,Agricultural labor,0.9778527800542726
Evolving,World,2025,Agricultural labor,0.956571196795829
Evolving,World,2030,Agricultural labor,0.9368906496911918
Evolving,World,2035,Agricultural labor,0.9254514554140619
Evolving,World,2040,Agricultural labor,0.916350109497298
Evolving,World,2045,Agricultural labor,0.9125061109627942
Evolving,World,2050,Agricultural labor,0.9055371867759813
Evolving,World,2055,Agricultural labor,0.8858932169837981
Evolving,World,2060,Agricultural labor,0.8607951475629833
Evolving,World,2065,Agricultural labor,0.8325267043351523
Evolving,World,2070,Agricultural labor,0.7998504992246245
Evolving,World,2075,Agricultural labor,0.7650323261908507
Evolving,World,2080,Agricultural labor,0.7283918948423075
Evolving,World,2085,Agricultural labor,0.691100474456358
Evolving,World,2090,Agricultural labor,0.6534432200749767
Evolving,World,2095,Agricultural labor,0.6164585783435104
Evolving,World,2100,Agricultural labor,0.5801754435037866
Low transition,World,2015,Agricultural labor,1
Low transition,World,2020,Agricultural labor,0.9778527800542726
Low transition,World,2025,Agricultural labor,0.9594253596886978
Low transition,World,2030,Agricultural labor,0.9428795762509191
Low transition,World,2035,Agricultural labor,0.9344584278772377
Low transition,World,2040,Agricultural labor,0.9285684233887419
Low transition,World,2045,Agricultural labor,0.9283217056251948
Low transition,World,2050,Agricultural labor,0.9253007456328167
Low transition,World,2055,Agricultural labor,0.9084779367953807
Low transition,World,2060,Agricultural labor,0.885722044956944
Low transition,World,2065,Agricultural labor,0.859018242819974
Low transition,World,2070,Agricultural labor,0.8272820702718271
Low transition,World,2075,Agricultural labor,0.7927829730839709
Low transition,World,2080,Agricultural labor,0.7561258382768423
Low transition,World,2085,Agricultural labor,0.7183401445494755
Low transition,World,2090,Agricultural labor,0.6802121607029722
Low transition,World,2095,Agricultural labor,0.6426117930318025
Low transition,World,2100,Agricultural labor,0.6057691706249317
High transition,World,2015,Agricultural labor,1
High transition,World,2020,Agricultural labor,0.9778527800542726
High transition,World,2025,Agricultural labor,0.9537410069331341
High transition,World,2030,Agricultural labor,0.9310187000808734
High transition,World,2035,Agricultural labor,0.9166519706430493
High transition,World,2040,Agricultural labor,0.9044704506371157
High transition,World,2045,Agricultural labor,0.8971561473815585
High transition,World,2050,Agricultural labor,0.8865458692405653
High transition,World,2055,Agricultural labor,0.8642431124004027
High transition,World,2060,Agricultural labor,0.8368587365150985
High transition,World,2065,Agricultural labor,0.8068814541743964
High transition,World,2070,Agricultural labor,0.7729808027210064
High transition,World,2075,Agricultural labor,0.7374722138632233
High transition,World,2080,Agricultural labor,0.7004914110638187
High transition,World,2085,Agricultural labor,0.663191533460776
High transition,World,2090,Agricultural labor,0.6257327483624443
High transition,World,2095,Agricultural labor,0.5891517006045489
High transition,World,2100,Agricultural labor,0.5531458342800271
Low productivity,Africa,2015,Effective labor,1
Low productivity,Africa,2020,Effective labor,1.1297270944287001
Low productivity,Africa,2025,Effective labor,1.3121125509845297
Low productivity,Africa,2030,Effective labor,1.5368880477260423
